timestamp_x,turbine_id,wind_speed,wind_direction,power_output,power_output_min,power_output_max,power_output_average,power_output_std,start_timeframe,end_timeframe,freq,std_dev,std_dev_start,std_dev_end,anomaly
2022-03-01 00:00:00,1,11.8,169,2.7,1.6,4.4,2.975,0.9208927615422274,2022-03-01,2022-03-01 23:00:00,24h,2,1.1332144769155452,4.816785523084455,False
2022-03-01 00:00:00,10,10.7,44,3.4,1.5,4.5,3.125,0.9501716092141049,2022-03-01,2022-03-01 23:00:00,24h,2,1.2246567815717901,5.02534321842821,False
2022-03-01 00:00:00,7,10.8,308,3.9,1.6,4.5,3.0875,0.9345133585943564,2022-03-01,2022-03-01 23:00:00,24h,2,1.2184732828112872,4.956526717188712,False
2022-03-01 00:00:00,6,15.0,112,4.2,1.5,4.5,2.908333333333333,0.9739728889480431,2022-03-01,2022-03-01 23:00:00,24h,2,0.960387555437247,4.856279111229419,False
2022-03-01 00:00:00,11,9.1,269,2.9,1.5,4.4,2.7375000000000003,0.8771557295674716,2022-03-01,2022-03-01 23:00:00,24h,2,0.9831885408650571,4.491811459134944,False
2022-03-01 00:00:00,12,11.3,316,2.5,1.6,4.5,3.158333333333333,1.0099146182880434,2022-03-01,2022-03-01 23:00:00,24h,2,1.1385040967572464,5.17816256990942,False
2022-03-01 00:00:00,13,11.2,148,3.7,1.8,4.3,3.033333333333333,0.7960045153174679,2022-03-01,2022-03-01 23:00:00,24h,2,1.4413243026983975,4.625342363968269,False
2022-03-01 00:00:00,14,10.7,97,1.6,1.6,4.5,2.983333333333333,0.8544851827482042,2022-03-01,2022-03-01 23:00:00,24h,2,1.2743629678369246,4.6923036988297415,False
2022-03-01 00:00:00,15,11.0,81,4.4,2.0,4.5,3.3708333333333336,0.8970866695886318,2022-03-01,2022-03-01 23:00:00,24h,2,1.57665999415607,5.165006672510597,False
2022-03-01 00:00:00,9,9.5,8,3.2,1.5,4.3,2.720833333333333,0.8722679916604542,2022-03-01,2022-03-01 23:00:00,24h,2,0.9762973500124248,4.465369316654241,False
2022-03-01 00:00:00,8,12.6,201,2.9,1.6,4.4,3.016666666666667,0.8555022255792293,2022-03-01,2022-03-01 23:00:00,24h,2,1.3056622155082085,4.727671117825126,False
2022-03-01 00:00:00,2,11.6,24,2.2,1.6,4.4,2.983333333333333,0.9805351984311009,2022-03-01,2022-03-01 23:00:00,24h,2,1.022262936471131,4.944403730195535,False
2022-03-01 00:00:00,3,13.8,335,2.3,1.6,4.5,2.766666666666667,0.8854704800356095,2022-03-01,2022-03-01 23:00:00,24h,2,0.9957257065954481,4.537607626737886,False
2022-03-01 00:00:00,4,12.8,238,1.9,1.5,4.4,3.0208333333333335,0.8454374564411157,2022-03-01,2022-03-01 23:00:00,24h,2,1.3299584204511021,4.711708246215565,False
2022-03-01 00:00:00,5,11.4,103,3.5,1.7,4.5,3.079166666666667,0.7655513311200695,2022-03-01,2022-03-01 23:00:00,24h,2,1.5480640044265281,4.610269328906806,False
2022-03-01 01:00:00,1,11.6,152,4.4,1.6,4.4,2.975,0.9208927615422274,2022-03-01,2022-03-01 23:00:00,24h,2,1.1332144769155452,4.816785523084455,False
2022-03-01 01:00:00,6,14.4,213,3.5,1.5,4.5,2.908333333333333,0.9739728889480431,2022-03-01,2022-03-01 23:00:00,24h,2,0.960387555437247,4.856279111229419,False
2022-03-01 01:00:00,7,14.8,246,4.5,1.6,4.5,3.0875,0.9345133585943564,2022-03-01,2022-03-01 23:00:00,24h,2,1.2184732828112872,4.956526717188712,False
2022-03-01 01:00:00,8,11.4,289,3.2,1.6,4.4,3.016666666666667,0.8555022255792293,2022-03-01,2022-03-01 23:00:00,24h,2,1.3056622155082085,4.727671117825126,False
2022-03-01 01:00:00,9,13.1,0,1.6,1.5,4.3,2.720833333333333,0.8722679916604542,2022-03-01,2022-03-01 23:00:00,24h,2,0.9762973500124248,4.465369316654241,False
2022-03-01 01:00:00,10,14.5,337,3.3,1.5,4.5,3.125,0.9501716092141049,2022-03-01,2022-03-01 23:00:00,24h,2,1.2246567815717901,5.02534321842821,False
2022-03-01 01:00:00,12,11.0,293,2.2,1.6,4.5,3.158333333333333,1.0099146182880434,2022-03-01,2022-03-01 23:00:00,24h,2,1.1385040967572464,5.17816256990942,False
2022-03-01 01:00:00,2,12.8,35,4.2,1.6,4.4,2.983333333333333,0.9805351984311009,2022-03-01,2022-03-01 23:00:00,24h,2,1.022262936471131,4.944403730195535,False
2022-03-01 01:00:00,3,10.4,169,1.9,1.6,4.5,2.766666666666667,0.8854704800356095,2022-03-01,2022-03-01 23:00:00,24h,2,0.9957257065954481,4.537607626737886,False
2022-03-01 01:00:00,4,13.9,170,2.4,1.5,4.4,3.0208333333333335,0.8454374564411157,2022-03-01,2022-03-01 23:00:00,24h,2,1.3299584204511021,4.711708246215565,False
2022-03-01 01:00:00,11,12.3,245,1.8,1.5,4.4,2.7375000000000003,0.8771557295674716,2022-03-01,2022-03-01 23:00:00,24h,2,0.9831885408650571,4.491811459134944,False
